app name,media source,country,user id,platform,event date,event name,event revenue,event revenue currency
Clash of Fire Android,organic,US,1454293121615-2604738707517978092,android,2/7/2016,install,null,null
Clash of Fire Android,organic,TH,1449569133000-2626217284565304864,android,2/5/2016,install,null,null
Clash of Fire iOS,facebook,US,1454265711000-5699575,ios,2/4/2016,install,null,null
Clash of Fire Android,facebook,US,1454344234590-2040589296198237419,android,2/1/2016,install,null,null
Clash of Fire iOS,facebook,US,1454263344000-5242422,ios,2/7/2016,install,null,null
Clash of Fire Android,facebook,BS,1454335082349-2887985756250922530,android,2/3/2016,install,null,null
Clash of Fire iOS,facebook,CA,1454297411000-783367,ios,2/5/2016,install,null,null
Clash of Fire iOS,organic,US,1454256867000-8048216,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454286426775-4854628782425607724,android,2/1/2016,install,null,null
Clash of Fire iOS,organic,US,1454258109000-6800002,ios,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454287083797-3307888125546495384,android,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454286779388-3846030883960068457,android,2/1/2016,install,null,null
Clash of Fire Android,organic,PE,1454286944786-1537631795896355233,android,2/7/2016,install,null,null
Clash of Fire iOS,organic,US,1454269482000-448687,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454288556723-5494881746678978548,android,2/3/2016,install,null,null
Clash of Fire Android,facebook,US,1454287948008-2744925171733261199,android,2/6/2016,install,null,null
Clash of Fire Android,facebook,US,1454288590030-4103930971892968938,android,2/2/2016,install,null,null
Clash of Fire iOS,facebook,PH,1454319066000-5627382,ios,2/3/2016,install,null,null
Clash of Fire Android,facebook,US,1454266442797-6843019319775403935,android,2/7/2016,install,null,null
Clash of Fire iOS,facebook,US,1454265761000-9672059,ios,2/2/2016,install,null,null
Clash of Fire Android,facebook,CR,1454286309553-4226312800555952328,android,2/3/2016,install,null,null
Clash of Fire iOS,facebook,US,1454257200000-3040071,ios,2/1/2016,install,null,null
Clash of Fire Android,facebook,US,1454283579535-4741340077679611484,android,2/6/2016,install,null,null
Clash of Fire Android,facebook,CA,1454289160480-5556519714428802913,android,2/2/2016,install,null,null
Clash of Fire iOS,facebook,CA,1454284211000-4531301,ios,2/6/2016,install,null,null
Clash of Fire Android,facebook,US,1454312281044-9131845353411964829,android,2/3/2016,install,null,null
Clash of Fire Android,facebook,ID,1454370978257-1967178165579422248,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,AU,1454350067000-3765484,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,BN,1454080037631-3267461909229575063,android,2/3/2016,install,null,null
Clash of Fire Android,organic,ID,1454306416648-2084436379959683314,android,2/6/2016,install,null,null
Clash of Fire Android,organic,ID,1454323431584-7690157408469013986,android,2/4/2016,install,null,null
Clash of Fire Android,organic,MY,1454324582631-7315510871065741169,android,2/7/2016,install,null,null
Clash of Fire Android,organic,ID,35ca0b86-efbe-4753-b8d6-346966213705,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,LC,1454275013000-9236399,ios,2/2/2016,install,null,null
Clash of Fire Android,organic,VN,1454325930905-8688039532404550005,android,2/1/2016,install,null,null
Clash of Fire iOS,organic,US,1454281328000-6823393,ios,2/5/2016,install,null,null
Clash of Fire Android,organic,PH,1454327037653-2305213712203451862,android,2/6/2016,install,null,null
Clash of Fire Android,organic,TH,1454329094984-4042228496935224383,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,CA,1454266111000-2748849,ios,2/2/2016,install,null,null
Clash of Fire Android,organic,SG,1454331622473-1160849048197590465,android,2/5/2016,install,null,null
Clash of Fire Android,organic,US,1454331745954-4838832603678929547,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,SG,1454361141000-9224644,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454333254954-2669108202585466557,android,2/5/2016,install,null,null
Clash of Fire Android,organic,ES,1454333621160-4233685569674088308,android,2/4/2016,install,null,null
Clash of Fire Android,organic,TH,1454334567211-4486599765666115406,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454269831000-214593,ios,2/4/2016,install,null,null
Clash of Fire iOS,organic,US,1454321009000-2130091,ios,2/5/2016,install,null,null
Clash of Fire iOS,organic,TH,1453840826000-2476409,ios,2/5/2016,install,null,null
Clash of Fire Android,organic,TH,1449569133000-3550036574833766502,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,TH,1454361839000-8167155,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454336887565-352562456534870627,android,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454337091910-601704255437334553,android,2/7/2016,install,null,null
Clash of Fire Android,organic,ID,1454325164193-4195680120623581753,android,2/2/2016,install,null,null
Clash of Fire Android,organic,PH,1454338923324-1217067239595952389,android,2/7/2016,install,null,null
Clash of Fire Android,organic,TH,1454339077897-6004012355823235864,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,GB,1454299488000-8181376,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454305451377-4969188629419846556,android,2/1/2016,install,null,null
Clash of Fire Android,organic,ID,1454343167659-3562928359109457435,android,2/1/2016,install,null,null
Clash of Fire Android,organic,MY,1454343741137-1080369834909406983,android,2/3/2016,install,null,null
Clash of Fire Android,organic,ID,1454344812418-1333567098663384492,android,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454345391319-7758994314117921073,android,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454346612558-4885980181776735209,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,TH,1454370388000-7131796,ios,2/2/2016,install,null,null
Clash of Fire Android,organic,US,1454347464365-8330294338673110730,android,2/1/2016,install,null,null
Clash of Fire Android,organic,ID,1454349506268-6881282395317584448,android,2/7/2016,install,null,null
Clash of Fire Android,organic,SG,1454350584790-228526844158084596,android,2/6/2016,install,null,null
Clash of Fire Android,organic,TH,1435549881000-9099363936232223,android,2/7/2016,install,null,null
Clash of Fire Android,organic,MY,1454352112843-5757839696189884223,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,GB,1454352296000-5367634,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,ES,1454359089249-4659725608690395259,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,DE,1454357884000-812185,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,CA,1454355027127-3103679722877176771,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,TH,1454370061000-6703572,ios,2/4/2016,install,null,null
Clash of Fire iOS,organic,GB,1454353426000-7911920,ios,2/4/2016,install,null,null
Clash of Fire iOS,organic,PH,1454323746000-2676783,ios,2/4/2016,install,null,null
Clash of Fire iOS,organic,US,1454342777000-9066978,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454360462297-3772028905960145450,android,2/2/2016,install,null,null
Clash of Fire iOS,organic,US,1454333072000-6788863,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,MX,1454361766769-8820349469235807855,android,2/3/2016,install,null,null
Clash of Fire Android,organic,AR,1454363266563-1497414654288412457,android,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454363616393-1754639266144876853,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,US,1454342205000-2234013,ios,2/4/2016,install,null,null
Clash of Fire iOS,organic,TH,1454389463000-338404,ios,2/5/2016,install,null,null
Clash of Fire iOS,facebook,US,1454263421000-2745762,ios,2/5/2016,install,null,null
Clash of Fire Android,facebook,US,1454297570201-5325552843055267839,android,2/5/2016,install,null,null
Clash of Fire Android,facebook,HN,1454303290724-4033869136467445944,android,2/6/2016,install,null,null
Clash of Fire Android,facebook,PH,1454304728827-5676533610047140684,android,2/3/2016,install,null,null
Clash of Fire Android,facebook,US,1454349246492-2264220673234379399,android,2/1/2016,install,null,null
Clash of Fire iOS,facebook,US,1454330977000-5312566,ios,2/4/2016,install,null,null
Clash of Fire Android,facebook,PR,1454356694090-5710517144409605273,android,2/3/2016,install,null,null
Clash of Fire Android,facebook,GB,1454356896651-2057957723886026787,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,TH,1454358055000-3665558,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,TH,1454332028332-889088526397655271,android,2/5/2016,install,null,null
Clash of Fire Android,organic,US,1454334704461-439909130763797628,android,2/4/2016,install,null,null
Clash of Fire Android,organic,ID,1454334557799-5962780429434700836,android,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454335482684-5124615748296740746,android,2/7/2016,install,null,null
Clash of Fire Android,organic,ID,1454335793320-9039583205421073489,android,2/6/2016,install,null,null
Clash of Fire Android,organic,PE,1454336253022-3239151811770199078,android,2/2/2016,install,null,null
Clash of Fire iOS,organic,US,1454313955000-7331777,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454335432957-4968488250407726143,android,2/1/2016,install,null,null
Clash of Fire Android,organic,VN,1454338841285-1591452570927698610,android,2/5/2016,install,null,null
Clash of Fire Android,organic,US,1454327014194-1574382391237926349,android,2/6/2016,install,null,null
Clash of Fire Android,organic,ID,1454281524948-7011739052781714361,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,VN,1454365453000-7134462,ios,2/1/2016,install,null,null
Clash of Fire iOS,organic,GB,1454340139000-2499302,ios,2/3/2016,install,null,null
Clash of Fire iOS,organic,SG,1450813977000-9304646,ios,2/5/2016,install,null,null
Clash of Fire Android,organic,US,1454341269130-1849654164539599717,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,US,1454320103000-9278870,ios,2/2/2016,install,null,null
Clash of Fire iOS,organic,US,1454262948000-4453360,ios,2/2/2016,install,null,null
Clash of Fire Android,organic,ES,1454343568712-368894259703448099,android,2/1/2016,install,null,null
Clash of Fire Android,organic,ID,1454341653415-628865625684622165,android,2/7/2016,install,null,null
Clash of Fire Android,organic,TH,1454343294761-6691310614691005543,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,AU,1454378969000-2496400,ios,2/5/2016,install,null,null
Clash of Fire iOS,organic,SG,1454373154000-983746,ios,2/5/2016,install,null,null
Clash of Fire Android,organic,CA,1454350276738-5577423437031664737,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,BR,1454341402000-4861463,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454350018481-8139316568603183207,android,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454351189085-1766875114342601939,android,2/1/2016,install,null,null
Clash of Fire Android,organic,GB,1454353283826-5805773040447192515,android,2/2/2016,install,null,null
Clash of Fire Android,organic,US,1454337461292-8677138931698436175,android,2/3/2016,install,null,null
Clash of Fire Android,organic,PH,1454353343531-6246118873891386422,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,US,1454333624000-4745563,ios,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454321021000-2222328,ios,2/7/2016,install,null,null
Clash of Fire Android,facebook,CA,1454287645476-4071952262996936849,android,2/5/2016,install,null,null
Clash of Fire iOS,facebook,CA,1454221542000-4647907,ios,2/7/2016,install,null,null
Clash of Fire Android,facebook,US,1454288912028-4012292381787523931,android,2/4/2016,install,null,null
Clash of Fire iOS,facebook,BS,1454275620000-6852000,ios,2/1/2016,install,null,null
Clash of Fire Android,facebook,PR,1454294880546-1567803803520991638,android,2/2/2016,install,null,null
Clash of Fire Android,organic,MY,1454318499814-2380780397466996268,android,2/7/2016,install,null,null
Clash of Fire Android,organic,ZA,1454321190487-5394286041140895235,android,2/2/2016,install,null,null
Clash of Fire Android,organic,VN,1454301336943-1725671188805388746,android,2/1/2016,install,null,null
Clash of Fire Android,organic,SG,1454324028510-753431773156815375,android,2/2/2016,install,null,null
Clash of Fire Android,organic,JP,1454326064074-2526319270507653230,android,2/2/2016,install,null,null
Clash of Fire Android,organic,ID,1454327856547-7639206032057394797,android,2/2/2016,install,null,null
Clash of Fire Android,organic,BR,1454251329493-1443267249735678046,android,2/2/2016,install,null,null
Clash of Fire Android,organic,ID,1454334573047-1665450721547528533,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454313042000-6726240,ios,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454315262000-6349581,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454299200869-1392218480840075839,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,US,1454320356000-992152,ios,2/7/2016,install,null,null
Clash of Fire iOS,organic,SG,1454305644000-2252046,ios,2/4/2016,install,null,null
Clash of Fire Android,organic,ID,1454339812960-7252136136901255394,android,2/1/2016,install,null,null
Clash of Fire Android,organic,PH,1454339972924-800453347814890170,android,2/2/2016,install,null,null
Clash of Fire Android,organic,PH,1454341145976-2875261312438240852,android,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454341299788-627072761267275793,android,2/1/2016,install,null,null
Clash of Fire iOS,organic,SD,1454257839000-4399142,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454284254351-8712112437399965390,android,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454286755731-5010654093423604682,android,2/1/2016,install,null,null
Clash of Fire Android,organic,RU,1454299947256-3647831564216930308,android,2/2/2016,install,null,null
Clash of Fire Android,organic,US,1454290133114-5960027504914680486,android,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454289931523-2555047032108932027,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,US,1454270084000-9174338,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454292903787-8551937231516075414,android,2/5/2016,install,null,null
Clash of Fire Android,organic,MY,1454293918446-2849519877963158045,android,2/6/2016,install,null,null
Clash of Fire Android,organic,MX,1454294099375-3689447743783365214,android,2/2/2016,install,null,null
Clash of Fire Android,organic,ID,1454295191656-1483588444189793099,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454270012000-4850442,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454295969053-7822768659923481654,android,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454184148396-280738857551226762,android,2/2/2016,install,null,null
Clash of Fire iOS,organic,SG,1454324223000-7916102,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454296895784-7058240483728680824,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,US,1454278962000-4545399,ios,2/2/2016,install,null,null
Clash of Fire iOS,organic,KH,1454321911000-3270711,ios,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454297419031-4144188725010045069,android,2/7/2016,install,null,null
Clash of Fire Android,organic,CA,1454297654463-6149344600697573352,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,US,1453661790000-5160220,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,CA,1454298761179-8691380716404277673,android,2/1/2016,install,null,null
Clash of Fire Android,organic,ID,1454299869748-3406924487801503136,android,2/5/2016,install,null,null
Clash of Fire Android,organic,VN,1454300331019-5949794893111370520,android,2/2/2016,install,null,null
Clash of Fire Android,organic,CA,1454301150704-3500768241941124523,android,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454366684127-4860409150507508099,android,2/2/2016,install,null,null
Clash of Fire iOS,organic,US,1454344878000-692974,ios,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454367240916-8556773569161863818,android,2/1/2016,install,null,null
Clash of Fire iOS,organic,US,1454339925000-9612190,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,CL,1454358217046-5014336734074260116,android,2/2/2016,install,null,null
Clash of Fire Android,organic,US,1454161088419-5584089395708135801,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,US,1454351162000-3813878,ios,2/2/2016,install,null,null
Clash of Fire Android,facebook,PH,1454308304151-3804098710312650700,android,2/5/2016,install,null,null
Clash of Fire iOS,facebook,PH,1454340467000-7383796,ios,2/7/2016,install,null,null
Clash of Fire Android,facebook,AU,1454313911395-6048118683545771604,android,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454300334191-8261848624336906549,android,2/7/2016,install,null,null
Clash of Fire Android,organic,CA,1454300875390-4972172431165205947,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,US,1453739340000-1726264,ios,2/5/2016,install,null,null
Clash of Fire Android,organic,US,1454301514417-9178420277442059878,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,SG,1454330748000-6003913,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,MX,1454302385435-1140091790017290575,android,2/1/2016,install,null,null
Clash of Fire iOS,organic,US,1454274720000-4237528,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454305027008-8428193686118278531,android,2/5/2016,install,null,null
Clash of Fire Android,organic,CA,1454306759104-6009061660413836166,android,2/7/2016,install,null,null
Clash of Fire iOS,organic,US,1453919839000-4902637,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,ID,1454306246831-4233326957041939248,android,2/5/2016,install,null,null
Clash of Fire Android,organic,FR,1454307572557-2420798645171185105,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454267430000-6084518,ios,2/2/2016,install,null,null
Clash of Fire Android,organic,TH,1449569133000-2850753558241423181,android,2/2/2016,install,null,null
Clash of Fire iOS,organic,US,1454290795000-1606810,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,TH,1440047046000-2652540797752662157,android,2/6/2016,install,null,null
Clash of Fire iOS,organic,SG,1454340668000-2979068,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,VN,1454315355606-4517202735048859314,android,2/5/2016,install,null,null
Clash of Fire Android,organic,NL,1454316494579-4094048952772066373,android,2/5/2016,install,null,null
Clash of Fire Android,organic,TH,6544000-90322491311885340,android,2/6/2016,install,null,null
Clash of Fire Android,organic,GB,1454315719185-1733913709383205911,android,2/4/2016,install,null,null
Clash of Fire Android,organic,MY,1454287042250-187866069614385450,android,2/3/2016,install,null,null
Clash of Fire Android,organic,ID,1454293735281-6681277477704019803,android,2/1/2016,install,null,null
Clash of Fire Android,organic,ID,1454318647317-5209175670239666996,android,2/1/2016,install,null,null
Clash of Fire Android,organic,VN,1454320975519-6993438640511183216,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454292288000-1978840,ios,2/2/2016,install,null,null
Clash of Fire Android,organic,US,1454321401989-1814570791024156021,android,2/3/2016,install,null,null
Clash of Fire Android,organic,SG,1454322142563-7753386241241363273,android,2/1/2016,install,null,null
Clash of Fire Android,organic,ES,1454322167282-5698419231017736849,android,2/7/2016,install,null,null
Clash of Fire Android,organic,ID,1454322769391-5624197246770992090,android,2/3/2016,install,null,null
Clash of Fire Android,organic,PH,1454322952676-766083707497652480,android,2/6/2016,install,null,null
Clash of Fire Android,organic,MU,1454311766883-4157240133065421552,android,2/2/2016,install,null,null
Clash of Fire Android,facebook,US,1454358138755-819382759416855558,android,2/2/2016,install,null,null
Clash of Fire iOS,facebook,US,1454330683000-3902174,ios,2/5/2016,install,null,null
Clash of Fire Android,facebook,GB,1454359785792-1812154694275282408,android,2/5/2016,install,null,null
Clash of Fire Android,facebook,US,1454149875633-6161219388659277219,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,SG,1454395943000-4197327,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454367028483-8289493308534484421,android,2/3/2016,install,null,null
Clash of Fire Android,organic,BR,1454365555587-266517391066648743,android,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454363297178-1943763895164793301,android,2/4/2016,install,null,null
Clash of Fire iOS,organic,CN,1454395544000-6571054,ios,2/6/2016,install,null,null
Clash of Fire iOS,organic,US,1454257443000-1333803,ios,2/1/2016,install,null,null
Clash of Fire Android,organic,US,1454285651608-7321217854756024161,android,2/6/2016,install,null,null
Clash of Fire Android,organic,CA,1454288740201-3518735920732552837,android,2/6/2016,install,null,null
Clash of Fire Android,organic,TH,1454289318478-4673658194329273435,android,2/3/2016,install,null,null
Clash of Fire Android,organic,PH,1454289692841-3685811809238059235,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454268400000-1793350,ios,2/3/2016,install,null,null
Clash of Fire Android,organic,ID,1454291284045-2466418924644973397,android,2/5/2016,install,null,null
Clash of Fire iOS,organic,PH,1454319487000-6954,ios,2/3/2016,install,null,null
Clash of Fire iOS,organic,CA,1454268029000-1670876,ios,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1434767786028-764787299259327246,android,2/4/2016,install,null,null
Clash of Fire Android,organic,US,1454291169533-4324891571585605374,android,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1453600493654-1246246893429850789,android,2/6/2016,install,null,null
Clash of Fire Android,organic,TH,1454294739730-663947339593995764,android,2/4/2016,install,null,null
Clash of Fire Android,organic,VN,1454294192987-5118423126611767196,android,2/3/2016,install,null,null
Clash of Fire Android,organic,US,1454294943607-8925532795141250239,android,2/2/2016,install,null,null
Clash of Fire Android,organic,BR,1454295709243-7756103774169299539,android,2/1/2016,install,null,null
Clash of Fire iOS,organic,US,1454265893000-578595,ios,2/1/2016,install,null,null
Clash of Fire iOS,organic,US,1454195272000-924788,ios,2/6/2016,install,null,null
Clash of Fire Android,organic,US,1454296744305-6160546519690460704,android,2/3/2016,install,null,null
Clash of Fire iOS,organic,US,1454275787000-9545742,ios,2/4/2016,install,null,null
Clash of Fire Android,organic,AU,1454298498351-3296181939218532339,android,2/6/2016,install,null,null
Clash of Fire Android,organic,ID,1454297625320-5178004128848563534,android,2/7/2016,install,null,null
Clash of Fire Android,organic,US,1454299535119-2360425919063165884,android,2/5/2016,install,null,null
Clash of Fire Android,facebook,US,1454317338942-3120799657925199945,android,2/1/2016,install,null,null
Clash of Fire Android,organic,PH,1454306815672-430791817547624945,android,2/7/2016,install,null,null
