app name,media source,country,user id,platform,event date,event name,event revenue,event revenue currency
Clash of Fire iOS,organic,AU,1437602439000-1192114,ios,2/5/16,purchase,9.99,USD
Clash of Fire Android,organic,CA,1453129949544-2683388398138434900,android,2/1/16,purchase,0.99,USD
Clash of Fire Android,organic,ID,1427244057375-1101913793658569376,android,2/2/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454022178733-6216847890955363002,android,2/3/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454278118000-7099427,ios,2/4/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1448663602963-1892010096254534377,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1451628650751-7143169915802662649,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1452531972895-9021599855350324079,android,2/3/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1392053702035666x28574,ios,2/1/16,tutorial_complete,0,USD
Clash of Fire Android,organic,PH,1453104603160-7593643487883326527,android,2/6/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1454270459000-4023979,ios,2/5/16,quest_start,0,USD
Clash of Fire Android,organic,PS,1454311989240-470379873412986678,android,2/2/16,tutorial_complete,0,USD
Clash of Fire Android,organic,GB,1454337888863-2068613252616883318,android,2/4/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1446068970930-1859427866286766623,android,2/4/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1454278582000-4268575,ios,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454058783665-3152125394203957588,android,2/5/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1438072151000-3437348,ios,2/2/16,purchase,3.99,USD
Clash of Fire Android,organic,US,1454290409688-9163003683055114380,android,2/1/16,tutorial_complete,0,USD
Clash of Fire Android,organic,FR,1454150697031-567372405420096288,android,2/6/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454309447472-8147673261435624218,android,2/4/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1451507905000-8049920,ios,2/4/16,purchase,3.99,USD
Clash of Fire iOS,organic,SG,1448739842000-8022483,ios,2/2/16,purchase,16.99,USD
Clash of Fire Android,organic,SG,1434723185405-7092583878098544456,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,facebook,US,1454351376021-5575737974794656158,android,2/3/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454340057000-5813731,ios,2/2/16,quest_clear,0,USD
Clash of Fire Android,organic,MY,1453191160408-6014371957028422462,android,2/5/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454169855000-8303148,ios,2/4/16,purchase,16.99,USD
Clash of Fire iOS,organic,AU,1398819709858775x46017,ios,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,MX,1454258084781-396701477740145394,android,2/2/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1454276550277-2500591744307346813,android,2/4/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1418905548248397x79910,ios,2/2/16,purchase,0.99,USD
Clash of Fire Android,organic,CA,1454352294900-5548310579217734659,android,2/1/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1447986872910-7337213507719049786,android,2/7/16,purchase,0.99,USD
Clash of Fire Android,facebook,US,1454363912981-7352424287980763143,android,2/3/16,quest_start,0,USD
Clash of Fire iOS,organic,CA,1454262815000-7884858,ios,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,PH,1454307970772-7279679799725483334,android,2/4/16,quest_clear,0,USD
Clash of Fire Android,organic,PH,1454342300457-5699560527099289723,android,2/5/16,quest_start,0,USD
Clash of Fire Android,organic,GB,1452861735664-6674211872553137027,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,facebook,US,1454302516908-2562104088310984005,android,2/7/16,quest_fail,0,USD
Clash of Fire Android,facebook,US,1454348010070-8557989993171112582,android,2/3/16,quest_fail,0,USD
Clash of Fire iOS,organic,CA,1454340055000-826737,ios,2/6/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454283080000-7980916,ios,2/1/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454262430000-6087638,ios,2/1/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454374412964-1422377181103109074,android,2/4/16,quest_start,0,USD
Clash of Fire Android,facebook,GB,1454367518930-7772689499248281174,android,2/1/16,quest_start,0,USD
Clash of Fire iOS,organic,GB,1454305033000-6780730,ios,2/1/16,quest_fail,0,USD
Clash of Fire Android,organic,VN,1454312427845-4941968783651296115,android,2/6/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1448213379484-4181734461151895870,android,2/7/16,quest_clear,0,USD
Clash of Fire iOS,organic,US,1448653414000-4316793,ios,2/3/16,purchase,16.99,USD
Clash of Fire iOS,organic,US,1437661208000-606326,ios,2/1/16,purchase,8.99,USD
Clash of Fire iOS,organic,CA,1453236035000-3360409,ios,2/2/16,purchase,3.99,USD
Clash of Fire iOS,organic,US,1454379647000-5527768,ios,2/6/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1439144391000-5406446,ios,2/7/16,purchase,49.99,USD
Clash of Fire Android,organic,US,1453533803693-3344905934737043104,android,2/7/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1445180956001-6131263828774387093,android,2/3/16,purchase,0.99,USD
Clash of Fire iOS,organic,SG,1451950935000-8781439,ios,2/7/16,purchase,8.99,USD
Clash of Fire Android,organic,US,1454297464768-1085747334983227825,android,2/6/16,quest_start,0,USD
Clash of Fire Android,organic,GB,1454345293522-5589899456086449855,android,2/5/16,quest_start,0,USD
Clash of Fire iOS,organic,ID,1454370254000-9461541,ios,2/5/16,tutorial_complete,0,USD
Clash of Fire Android,organic,ID,1454329003470-4420690234006472099,android,2/2/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454200421000-485283,ios,2/7/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1411673335876966x23284,ios,2/5/16,quest_clear,0,USD
Clash of Fire Android,organic,PH,1454322126920-615732242377790039,android,2/3/16,quest_clear,0,USD
Clash of Fire iOS,organic,GB,1451988445000-8913152,ios,2/7/16,purchase,0.99,USD
Clash of Fire iOS,organic,SG,1450393809000-7410636,ios,2/5/16,purchase,16.99,USD
Clash of Fire Android,organic,JP,1454312998871-163525239738675439,android,2/5/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1454285489170-4653106272337791995,android,2/5/16,quest_clear,0,USD
Clash of Fire Android,organic,US,c2efc1df-04d2-4253-b6ca-25ff52668d1c,android,2/5/16,quest_start,0,USD
Clash of Fire iOS,twitter,US,1454332773000-2784040,ios,2/6/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454262074000-1698765,ios,2/7/16,quest_clear,0,USD
Clash of Fire Android,organic,ID,1442556153530-88727462474615415,android,2/6/16,quest_start,0,USD
Clash of Fire Android,organic,US,1449948860025-1733324274562667151,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,VN,1454308545689-3494169551644267089,android,2/5/16,quest_start,0,USD
Clash of Fire Android,organic,VN,1454295903910-3948989925535463646,android,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,KH,1449739161518-2725597670198336001,android,2/1/16,quest_start,0,USD
Clash of Fire iOS,facebook,MY,1440464464000-2627270,ios,2/3/16,purchase,49.99,USD
Clash of Fire Android,organic,US,1454309959315-8064923918531352026,android,2/7/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,ES,1454357323000-7922411,ios,2/5/16,quest_fail,0,USD
Clash of Fire Android,organic,TH,1454341332784-4664274361937657145,android,2/7/16,quest_fail,0,USD
Clash of Fire Android,organic,PH,1454299363551-5399820421700833686,android,2/1/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1409434121461386x23149,ios,2/6/16,purchase,9.99,USD
Clash of Fire Android,organic,NL,1454349387795-8405530642977453490,android,2/1/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454163133000-6736552,ios,2/4/16,quest_fail,0,USD
Clash of Fire Android,organic,SG,1454327870390-2873607399341853041,android,2/1/16,quest_clear,0,USD
Clash of Fire Android,organic,TH,1454334410439-4900472445577214637,android,2/2/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454267430000-6084518,ios,2/4/16,tutorial_complete,0,USD
Clash of Fire Android,facebook,US,1454337556153-3844902266457255594,android,2/7/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,ID,1446238401000-4576573,ios,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,CL,1454315576223-4463309814488793662,android,2/7/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1450884376994-4999721993733078766,android,2/7/16,purchase,0.99,USD
Clash of Fire Android,organic,SG,1454336277068-3565388915306894088,android,2/1/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454302843747-6778967154049467356,android,2/5/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454310189634-4199512703048675250,android,2/6/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454281328000-6823393,ios,2/7/16,quest_start,0,USD
Clash of Fire iOS,organic,DE,1454291544000-7588219,ios,2/1/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1453103042000-9386358,ios,2/4/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1454259012000-8245783,ios,2/7/16,quest_clear,0,USD
Clash of Fire iOS,organic,TH,1422891518677492x73194,ios,2/5/16,purchase,0.99,USD
Clash of Fire Android,organic,MX,1454313770705-3625389972801290823,android,2/4/16,quest_clear,0,USD
Clash of Fire Android,organic,ID,1454310668481-4464405717895882234,android,2/3/16,quest_fail,0,USD
Clash of Fire Android,organic,ID,1454341775734-7613508323607554128,android,2/6/16,quest_fail,0,USD
Clash of Fire Android,organic,US,8a1dd6a2-7213-455f-99c9-07978629fb16,android,2/2/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1425876904305727x86140,ios,2/7/16,purchase,3.99,USD
Clash of Fire Android,organic,US,1453590415538-2305425858027488538,android,2/4/16,purchase,0.99,USD
Clash of Fire iOS,organic,SG,1454336550000-9995054,ios,2/6/16,quest_start,0,USD
Clash of Fire iOS,organic,GB,1454181796000-7459799,ios,2/7/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1454259624000-446262,ios,2/2/16,purchase,0.99,USD
Clash of Fire Android,facebook,US,1454358138755-819382759416855558,android,2/5/16,quest_start,0,USD
Clash of Fire iOS,organic,SG,1450938588000-349493,ios,2/5/16,purchase,3.99,USD
Clash of Fire Android,organic,VN,1454340525615-5254354069365228450,android,2/2/16,quest_fail,0,USD
Clash of Fire Android,facebook,GB,1454348800208-3371267450429640099,android,2/3/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1447631928323-8836031765157306971,android,2/1/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1448551520000-7826223,ios,2/5/16,purchase,16.99,USD
Clash of Fire Android,organic,US,1454361486310-107117703435486543,android,2/3/16,quest_start,0,USD
Clash of Fire iOS,organic,VN,1454341516000-1493008,ios,2/3/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454305534564-6759632470459691347,android,2/6/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454311937191-1831641464425892997,android,2/7/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1447416435000-3028450,ios,2/6/16,purchase,0.99,USD
Clash of Fire Android,organic,SG,1454313401624-3815551777968271321,android,2/7/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1454324656075-2793762582268331889,android,2/2/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454309959315-8064923918531352026,android,2/1/16,quest_clear,0,USD
Clash of Fire iOS,organic,CA,1452814246000-2261677,ios,2/6/16,purchase,8.99,USD
Clash of Fire iOS,organic,CA,1454272571000-1982480,ios,2/6/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454291069600-4200896729997238259,android,2/5/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454288958480-2278153471453319900,android,2/3/16,tutorial_complete,0,USD
Clash of Fire Android,organic,PH,1450418839283-201554171998102150,android,2/7/16,purchase,0.99,USD
Clash of Fire iOS,organic,CA,1454292225000-5938008,ios,2/4/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,TH,1413003980013794x79643,ios,2/3/16,purchase,3.99,USD
Clash of Fire Android,organic,US,1454302217713-2201779773536087984,android,2/4/16,quest_clear,0,USD
Clash of Fire Android,organic,CA,1453598417700-5316622532299843748,android,2/5/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1454290032000-8677867,ios,2/5/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1451931065427-35985716711688250,android,2/1/16,purchase,0.99,USD
Clash of Fire Android,organic,CA,1454290994455-7580392165781741230,android,2/1/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,AU,1454335490000-5365416,ios,2/6/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1453799034093-5086670519565568887,android,2/7/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1454274888000-9746014,ios,2/2/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,AU,1454392736000-6492417,ios,2/6/16,quest_start,0,USD
Clash of Fire iOS,organic,DE,1454338966000-5505640,ios,2/6/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1448964020000-5255770,ios,2/6/16,purchase,3.99,USD
Clash of Fire Android,organic,TH,1454367922807-1361132327659124643,android,2/6/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1448843561000-9923486,ios,2/2/16,purchase,24.99,USD
Clash of Fire Android,organic,ID,1454335155212-4496587409521014260,android,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,VN,1454299773218-589128257363640747,android,2/3/16,quest_clear,0,USD
Clash of Fire iOS,organic,US,1454263512000-8214348,ios,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454305010642-5208027500291202019,android,2/6/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1436737654580-6262730949856688384,android,2/2/16,purchase,0.99,USD
Clash of Fire Android,facebook,AU,1454361798649-2199523658136886552,android,2/4/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454291344156-5760778718552832996,android,2/3/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1440517889364-8151988902853929004,android,2/7/16,purchase,0.99,USD
Clash of Fire iOS,organic,GB,1441219778000-375540,ios,2/4/16,purchase,24.99,USD
Clash of Fire Android,organic,US,1454356250969-1428435410087626031,android,2/6/16,quest_start,0,USD
Clash of Fire Android,organic,GB,1442100295822-311884530276308146,android,2/1/16,purchase,0.99,USD
Clash of Fire Android,organic,PH,1454308274150-8362556199187890438,android,2/3/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,CL,1454331701000-2463380,ios,2/1/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1438214369766-7713882160848046920,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1452913282831-2795610788552667842,android,2/1/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1436692779336-63517849662023515,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,SG,1447908762511-6568536914140434642,android,2/1/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1454100109000-5920741,ios,2/7/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454278852000-4045099,ios,2/5/16,quest_clear,0,USD
Clash of Fire Android,organic,BR,1451769277701-4308623200310588960,android,2/1/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1437810185487-6514728925870518900,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454131238114-6408996754795423868,android,2/2/16,quest_fail,0,USD
Clash of Fire Android,organic,US,50b2af23-89b0-44b5-b3fd-8af0eaf1a08d,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454287141663-6622622805309003935,android,2/4/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1444964480648-385414366839441500,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454214736895-6240690348584532967,android,2/3/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454281308000-3304984,ios,2/3/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454273281000-9547882,ios,2/1/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454293072000-1137791,ios,2/3/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1450722458000-8950612,ios,2/6/16,purchase,16.99,USD
Clash of Fire iOS,organic,VN,1448738880000-5306456,ios,2/7/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1444951278715-3298982281868086869,android,2/1/16,purchase,0.99,USD
Clash of Fire iOS,organic,CA,1433161553000-5431693,ios,2/7/16,quest_start,0,USD
Clash of Fire Android,organic,US,1453310558736-4324178996302059390,android,2/5/16,purchase,0.99,USD
Clash of Fire Android,organic,SG,1453616761235-8468347970136197820,android,2/6/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1451947504000-6976405,ios,2/3/16,purchase,8.99,USD
Clash of Fire iOS,organic,TH,1422891518677492x73194,ios,2/4/16,purchase,3.99,USD
Clash of Fire Android,organic,AU,1454256438831-3925349414326236008,android,2/7/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1446316521000-3866452,ios,2/2/16,purchase,9.99,USD
Clash of Fire Android,organic,CA,1454360287539-6484612936425770521,android,2/2/16,quest_fail,0,USD
Clash of Fire Android,organic,PS,1454311989240-470379873412986678,android,2/5/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1450464228592-735686673123898518,android,2/6/16,purchase,0.99,USD
Clash of Fire Android,organic,ID,1454164481030-1744806453690839593,android,2/7/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454298471061-1394923136903755007,android,2/3/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454351057984-358574127234360876,android,2/6/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1451953300000-7226161,ios,2/1/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1452033129769-5842360602647385243,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454339333231-6556476389611967870,android,2/4/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1451953300000-7226161,ios,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,PH,1454313791933-1047732400066183952,android,2/3/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1454341270823-3267982373233670263,android,2/3/16,quest_clear,0,USD
Clash of Fire Android,organic,VN,1454301714359-7381433389243593669,android,2/2/16,quest_fail,0,USD
Clash of Fire Android,organic,ID,1454287162196-6565874315771421111,android,2/2/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1454349186655-8891527026782890763,android,2/7/16,quest_start,0,USD
Clash of Fire Android,organic,ID,1454330369999-8823172098402718302,android,2/6/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,ID,1454284432000-3157089,ios,2/2/16,quest_clear,0,USD
Clash of Fire iOS,organic,US,1454274426000-3577596,ios,2/3/16,quest_clear,0,USD
Clash of Fire iOS,facebook,NZ,1454080563000-4644945,ios,2/4/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1446461759000-830953,ios,2/7/16,quest_clear,0,USD
Clash of Fire iOS,organic,PH,1454319292000-504157,ios,2/7/16,quest_start,0,USD
Clash of Fire iOS,organic,ID,1454374800000-8725450,ios,2/5/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1454005600904-4014029707125738086,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1451555746415-3065716492288167928,android,2/6/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454229342734-6351274510358811034,android,2/2/16,quest_clear,0,USD
Clash of Fire iOS,organic,SG,1454371202000-6366879,ios,2/7/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1454294719223-2035941394958464655,android,2/7/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454282381962-4402619546753494779,android,2/6/16,quest_clear,0,USD
Clash of Fire iOS,organic,CA,1450228620000-9761017,ios,2/4/16,purchase,0.99,USD
Clash of Fire iOS,organic,MY,1454298994000-4955258,ios,2/5/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1450133737000-7653709,ios,2/1/16,purchase,24.99,USD
Clash of Fire iOS,organic,US,1437672271000-5489940,ios,2/4/16,purchase,16.99,USD
Clash of Fire Android,organic,TH,1449569133000-4961370924029620315,android,2/2/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,HN,1454309781000-9381994,ios,2/2/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1437700797000-4996205,ios,2/4/16,purchase,24.99,USD
Clash of Fire Android,organic,CA,1454287933477-7196848706572791172,android,2/7/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1449711074543-1874580079980447035,android,2/7/16,purchase,0.99,USD
Clash of Fire Android,organic,SG,1454318792999-4236907737583585614,android,2/6/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1453298955000-2774471,ios,2/5/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1453688901803-2668020615102080281,android,2/3/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1454259847000-362535,ios,2/2/16,quest_clear,0,USD
Clash of Fire Android,organic,ID,1454341653415-628865625684622165,android,2/4/16,quest_clear,0,USD
Clash of Fire Android,organic,US,1448854079986-6089687471647342396,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,VN,1454344611608-6535398654438584270,android,2/1/16,tutorial_complete,0,USD
Clash of Fire Android,organic,IT,1454304953528-3041402446365155662,android,2/6/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454341299788-627072761267275793,android,2/7/16,tutorial_complete,0,USD
Clash of Fire Android,organic,VN,1454318165305-8558501448074107720,android,2/3/16,tutorial_complete,0,USD
Clash of Fire Android,organic,BR,1454334909864-1341820600132176325,android,2/7/16,quest_fail,0,USD
Clash of Fire Android,organic,ID,1454330369999-8823172098402718302,android,2/2/16,quest_clear,0,USD
Clash of Fire Android,organic,TH,1454309486783-6740433047319102791,android,2/3/16,quest_fail,0,USD
Clash of Fire Android,organic,US,1454322142448-7964631415006319485,android,2/1/16,quest_fail,0,USD
Clash of Fire iOS,organic,US,1454258953000-9819883,ios,2/5/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1454283774000-9913817,ios,2/6/16,quest_clear,0,USD
Clash of Fire iOS,organic,US,1432647084000-7180815,ios,2/7/16,purchase,0.99,USD
Clash of Fire iOS,organic,US,1454340057000-5813731,ios,2/5/16,tutorial_complete,0,USD
Clash of Fire Android,organic,PH,1454363534114-1704780649250226931,android,2/7/16,quest_start,0,USD
Clash of Fire Android,organic,US,1449948860025-1733324274562667151,android,2/5/16,tutorial_complete,0,USD
Clash of Fire iOS,organic,US,1454287901000-3766422,ios,2/4/16,quest_start,0,USD
Clash of Fire Android,organic,CR,1453183770797-7276345758470854040,android,2/2/16,purchase,0.99,USD
Clash of Fire Android,organic,MX,1454352926406-7652824813073716790,android,2/3/16,quest_start,0,USD
Clash of Fire Android,organic,US,1451875647043-2530408948609393357,android,2/6/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454296424353-1782461474833991276,android,2/1/16,tutorial_complete,0,USD
Clash of Fire Android,organic,US,1452734610701-3224314193794583897,android,2/3/16,purchase,0.99,USD
Clash of Fire iOS,organic,ID,1454332128000-2433808,ios,2/2/16,quest_clear,0,USD
Clash of Fire Android,organic,CA,1454289090654-9055158817612742496,android,2/4/16,quest_start,0,USD
Clash of Fire Android,organic,AU,1454302953193-5521159462934216567,android,2/7/16,quest_start,0,USD
Clash of Fire Android,organic,US,cb4cccfc-5571-4e83-a34c-99b3c91041ad,android,2/4/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454290137147-1238316839703610819,android,2/5/16,quest_start,0,USD
Clash of Fire iOS,organic,US,1454287242000-1389380,ios,2/5/16,tutorial_complete,0,USD
Clash of Fire Android,organic,ID,1449233103232-2383056513749129684,android,2/3/16,purchase,0.99,USD
Clash of Fire Android,organic,US,1454363125880-9071677161590923209,android,2/1/16,quest_start,0,USD
Clash of Fire Android,organic,US,1454330103569-5913849856420473237,android,2/4/16,quest_clear,0,USD
